reward,optimal
3.9475557626446127,0.093
3.9093053495920786,0.08399999999999995
4.030241458557836,0.1104999999999999
4.020695795961321,0.10649999999999994
4.110600701589033,0.11649999999999996
4.108888487924214,0.11949999999999968
4.179739815267986,0.1305000000000002
4.1910649471624515,0.14600000000000013
4.219714658972088,0.14800000000000024
4.275090870784523,0.1584999999999999
4.272321229738226,0.17850000000000038
4.376739050726598,0.19099999999999995
4.398038471897568,0.2045
4.455296145697675,0.21550000000000005
4.505159303831773,0.24300000000000038
4.541440599205157,0.2505000000000003
4.614243980939003,0.2810000000000003
4.645377422576455,0.2905000000000001
4.685384686470441,0.3044999999999996
4.734913552505096,0.31799999999999906
4.7833555636486444,0.3395000000000001
4.826763360652747,0.3485000000000007
4.861977224973499,0.35399999999999937
4.90339229816662,0.3774999999999995
4.959964766812875,0.38999999999999935
4.940249576836292,0.4064999999999999
4.956385127587042,0.4005000000000006
5.023033166849462,0.4129999999999997
5.010833628638989,0.43049999999999994
5.0808002776580565,0.4455000000000004
5.061012440171605,0.4385000000000004
5.091969919431774,0.45449999999999957
5.167416623848469,0.4674999999999997
5.091789622653008,0.4790000000000007
5.151606054288778,0.47849999999999987
5.164546067886789,0.4830000000000004
5.196970095275997,0.4925000000000005
5.207631414932658,0.5030000000000006
5.201531848720785,0.5049999999999998
5.1711213218255025,0.5075000000000003
5.239088417815152,0.5155000000000014
5.208123954853845,0.5114999999999998
5.200594719528356,0.5190000000000006
5.2984627291447834,0.5225000000000002
5.2089636516289985,0.5320000000000004
5.24292425377264,0.528500000000001
5.249147577378982,0.5334999999999994
5.243873007147863,0.5470000000000005
5.2916175984912055,0.5425
5.266693738253104,0.5390000000000009
5.272355034655478,0.5444999999999999
5.253465780113542,0.5404999999999993
5.263355132065576,0.5475000000000017
5.288635099073868,0.5515000000000004
5.312739705266515,0.5544999999999999
5.265007120306516,0.5605000000000004
5.344740210450731,0.5644999999999981
5.313219247725916,0.5609999999999992
5.3259595460750235,0.5634999999999987
5.279208126434619,0.5665000000000003
5.277874619020075,0.5685000000000008
5.3361065895067945,0.5670000000000003
5.280824920797711,0.5685000000000006
5.311495557547546,0.5645000000000004
5.359690729157126,0.5759999999999993
5.300280595303782,0.5675000000000004
5.295991399533794,0.5725000000000005
5.329686535249765,0.5745000000000003
5.3690722601699035,0.5744999999999995
5.285765495715005,0.5755000000000008
5.328058383074961,0.5750000000000012
5.3461788644317805,0.572000000000001
5.356715365038848,0.582000000000001
5.315636882576025,0.5779999999999998
5.345970397957392,0.5780000000000001
5.347826852866229,0.5779999999999995
5.297463283525755,0.5810000000000001
5.356656753106635,0.5785000000000002
5.319046725700703,0.5794999999999993
5.381859843045422,0.581
5.36740926547194,0.5810000000000012
5.358902952642913,0.5834999999999982
5.300441310623631,0.5850000000000005
5.311339284747315,0.5824999999999986
5.35218712281342,0.5825000000000014
5.34274537784875,0.5825000000000004
5.34415867931195,0.5830000000000011
5.309532181744932,0.5839999999999984
5.333038099658778,0.5844999999999992
5.368762385618764,0.5850000000000004
5.338445910571649,0.5855000000000007
5.360632047101973,0.5854999999999998
5.349022288625344,0.5864999999999989
5.344970870786728,0.5864999999999997
5.329779789940811,0.5874999999999994
5.353612031762995,0.5844999999999996
5.323367465463035,0.5890000000000009
5.331967145742658,0.5874999999999991
5.365071928637834,0.5884999999999999
5.32185219461856,0.5879999999999997
5.3797269173666695,0.588500000000001
5.349247689410069,0.5884999999999996
5.356955426512785,0.59
5.3270060400060455,0.5905000000000014
5.365779034472664,0.5889999999999995
5.367814820907104,0.5900000000000004
5.333097243815138,0.5884999999999998
5.375843804043778,0.5875000000000006
5.3447421420666075,0.5900000000000012
5.37225770718607,0.5895000000000004
5.344224212275049,0.5899999999999999
5.335845410007333,0.5905000000000011
5.363987773486316,0.5920000000000001
5.397997175379439,0.5915000000000009
5.347677984283676,0.59
5.377744727231441,0.5905000000000004
5.361554456583468,0.5915000000000001
5.345555424850898,0.5910000000000011
5.333576312371575,0.5915000000000006
5.335898567904855,0.5915000000000008
5.367668700758768,0.5914999999999998
5.316527560960133,0.590500000000001
5.346644138857646,0.5905000000000009
5.361979896568916,0.592
5.335531987345637,0.5925000000000011
5.355617025686555,0.5925000000000004
5.385680204931298,0.5935000000000009
5.368845195674717,0.5915000000000001
5.385230061458902,0.5935000000000005
5.328971898595005,0.5910000000000026
5.351176643645481,0.5925000000000006
5.355736146744136,0.5910000000000026
5.355530119759375,0.5925000000000001
5.404706676328331,0.5930000000000011
5.359524866555909,0.5920000000000003
5.339994609194313,0.5935000000000014
5.369450829029586,0.5924999999999999
5.351256322541663,0.5940000000000003
5.3506709780535715,0.5944999999999983
5.3784157494309035,0.5955000000000003
5.350754926517288,0.5944999999999986
5.376455953570811,0.5939999999999983
5.386934772360088,0.5935000000000014
5.357551870072994,0.5925000000000002
5.325282311598103,0.593500000000001
5.337167791565282,0.5939999999999995
5.353543899059224,0.5944999999999984
